uid,iid
93,1679
93,3312
93,8
93,4577
93,524
93,1800
93,519
93,506
94,1800
94,19
94,1799
94,8
95,173
95,1615
95,3538
95,4318
96,3205
96,9
96,2660
96,1147
96,1691
96,2246
96,4359
96,2953
96,1485
97,1726
97,3437
97,9
97,4327
98,4390
98,1447
98,2272
98,89
98,846
98,9
98,1132
98,1034
98,2429
98,4537
98,916
98,2737
98,26
99,3682
99,9
99,300
99,680
100,9
100,2100
100,458
101,834
101,990
101,309
101,1733
101,4636
101,228
101,3066
101,575
101,2826
101,4736
101,527
101,4635
101,55
101,3708
101,845
101,2404
101,2453
102,1034
102,1736
102,1738
102,2036
103,9
103,1872
103,2738
104,2022
104,180
104,9
104,382
105,570
105,1640
105,30
105,567
105,10
105,3947
106,838
106,2425
106,2547
106,10
107,4905
107,4128
107,4876
107,1024
108,10
108,412
108,2018
108,1142
109,225
109,10
109,1211
109,2007
110,1249
110,3105
110,194
110,4408
110,4371
110,2503
110,10
110,1478
111,11
111,609
111,4070
111,1556
112,603
112,11
112,3031
112,94
112,1132
112,1654
112,2843
112,12
112,4129
113,97
113,4710
113,820
113,1975
113,1172
113,2738
113,1588
113,1691
113,907
113,1725
113,3811
113,11
113,899
113,3255
113,4028
114,11
114,4832
114,4788
114,1096
115,620
115,2838
115,11
115,820
115,1677
115,1541
115,1589
116,2436
116,2341
116,1541
116,12
116,4545
116,3304
117,288
117,4782
117,2135
117,400
118,11
118,2532
118,820
118,1949
118,3036
119,727
119,156
119,1550
119,1720
120,2774
120,598
120,2243
120,12
120,1474
120,1227
120,820
120,597
120,397
120,2802
120,11
120,1454
121,12
121,4286
121,2685
121,2686
122,1243
122,630
122,2813
122,2226
122,408
122,4415
123,231
123,461
123,2178
123,12
124,3334
124,3846
124,11
124,820
124,3745
124,141
124,3029
125,2952
125,40
125,635
125,12
125,1238
125,4613
125,2597
125,115
126,427
126,1360
126,50
126,2709
126,12
126,389
127,2007
127,159
127,1554
127,184
128,52
128,12
128,2953
128,2971
129,1873
129,1829
129,94
129,104
129,12
129,3331
129,3757
129,687
129,4586
129,2704
129,3719
129,1389
129,1093
129,1348
129,63
129,770
129,2692
129,2614
129,540
129,2565
129,479
129,68
129,37
130,2676
130,2056
130,3555
130,4695
130,13
131,1492
131,1580
131,184
131,216
131,4409
132,13
132,2770
132,4608
132,2494
133,2304
133,1503
133,12
133,3917
133,2017
134,3455
134,393
134,540
134,2667
134,929
134,2017
135,1726
135,122
135,544
135,3604
135,895
135,683
135,4907
135,3265
135,3065
135,2441
135,78
136,261
136,1896
136,411
136,12
137,822
137,3296
137,13
137,1131
137,1093
137,1388
137,1705
137,2814
138,12
138,1866
138,1588
138,1042
139,345
139,364
139,13
139,216
140,4692
140,1302
140,4475
140,1034
140,1588
140,13
140,2615
140,1942
140,2559
140,2589
140,4558
140,1917
141,2180
141,1720
141,2824
141,2739
141,13
141,2735
141,394
141,2980
141,3731
141,2797
141,1132
141,790
142,2420
142,1895
142,12
142,2098
143,1030
143,3633
143,1285
143,3849
144,2791
144,1958
144,13
144,4200
145,12
145,2226
145,2154
145,1030
146,2738
146,12
146,159
146,1725
146,188
146,4770
147,1213
147,12
147,282
147,192
147,1093
147,330
147,750
147,2049
147,362
147,724
147,2290
148,4874
148,2477
148,13
148,14
149,1105
149,3017
149,1698
149,13
150,13
150,2328
150,266
150,899
151,1332
151,13
151,2236
151,4948
152,1204
152,13
152,394
152,1340
153,485
153,1600
153,13
153,51
154,2204
154,2179
154,13
154,119
155,1196
155,14
155,1309
155,764
156,3406
156,4184
156,823
157,1091
157,2706
157,2953
157,3139
157,4583
157,1875
157,1339
157,14
157,3186
157,141
158,2674
158,808
158,1499
158,1988
158,2531
158,1112
158,122
158,1082
158,225
158,14
159,14
159,507
159,489
159,156
159,3352
160,2461
160,98
160,14
160,3450
161,4172
161,14
161,1476
161,2019
162,14
162,4013
162,1772
162,1478
163,277
163,94
163,3968
163,4515
163,14
164,170
164,939
164,2824
164,14
165,2867
165,2953
165,393
165,4608
165,1811
166,2246
166,182
166,579
166,3528
166,14
167,2195
167,3507
167,14
167,2069
168,764
168,1636
168,1051
168,2609
168,1578
168,1140
168,617
168,858
168,1734
168,694
169,658
169,2019
169,14
169,36
170,1490
170,2239
170,566
170,14
171,368
171,429
171,2341
171,2017
172,674
172,1315
172,14
172,1297
173,730
173,14
173,1190
173,1250
173,1322
174,3502
174,2704
174,14
174,567
174,570
174,2468
174,26
175,411
175,14
175,22
175,1328
176,3743
176,36
176,587
176,4892
176,1238
176,463
177,4713
177,2824
177,2522
177,4605
177,14
177,22
177,978
178,2581
178,576
178,1387
178,2679
178,577
178,1348
178,14
178,2785
179,1528
179,14
179,4370
179,170
180,3138
180,1105
180,158
180,1597
180,3291
180,1524
180,3473
180,1411
181,14
181,35
181,1015
181,2678
182,739
182,1015
182,15
182,312
183,575
183,580
183,16
183,3827
184,3584
184,1112
184,4873
184,15
184,2824
184,170
185,4850
185,15
185,4816
185,75
186,15
186,1786
186,2902
186,1790
187,1379
187,3268
187,411
187,82
187,16
188,2435
188,4812
188,81
188,82
188,15
188,1387
188,62
189,15
189,573
189,16
189,1780
190,36
190,180
190,15
190,764
190,78
190,2406
190,4493
190,3236
191,547
191,3186
191,359
191,3084
191,2335
191,224
191,1882
191,4605
191,1747
191,597
191,311
191,1265
191,2015
191,397
191,2739
191,687
191,16
191,2737
191,1044
192,3850
192,1193
192,1543
192,1521
193,1940
193,3604
193,1158
193,487
193,248
193,69
193,3731
193,364
193,159
193,77
193,4466
193,16
193,3589
193,3229
194,174
194,176
194,16
194,175
195,2086
195,4519
195,792
195,295
195,16
196,370
196,3374
196,16
196,635
197,82
197,4504
197,84
197,16
198,150
198,1705
198,1768
198,1521
198,194
198,61
198,1802
198,16
199,181
199,1098
199,4444
199,16
200,2086
200,1190
200,789
200,81
200,3279
200,1186
200,1164
200,411
200,47
200,1780
200,730
200,2668
200,3204
200,2996
200,2808
200,48
200,1809
200,1640
200,1316
200,224
200,1012
200,22
200,552
200,959
200,4333
200,1309
200,788
200,784
201,1401
201,1396
201,1398
201,16
202,411
202,1653
202,1061
202,1492
203,977
203,129
203,846
203,1718
203,17
203,1547
204,1747
204,3709
204,1418
204,312
204,4313
204,1093
204,18
204,1576
204,4577
204,4414
204,1926
204,192
204,4458
204,3672
204,3242
204,2797
204,4816
204,3968
204,4415
204,2420
204,707
205,1082
205,248
205,18
205,2737
206,4034
206,19
206,1747
206,1935
206,3211
206,1038
206,4043
206,2737
206,1810
206,1191
206,3479
206,184
206,899
206,3944
206,4336
206,337
207,3193
207,1091
207,1800
207,19
208,2121
208,1855
208,2845
208,1362
208,1400
208,1233
208,19
208,1399
208,3740
208,3239
209,1015
209,1348
209,19
209,2154
210,1800
210,1937
210,685
210,598
210,19
210,575
211,3849
211,4036
211,3985
211,764
212,23
212,48
212,19
212,1800
212,1873
212,1355
212,358
212,225
212,1822
213,2607
213,4774
213,4875
213,1524
214,4194
214,19
214,2824
214,2314
215,705
215,19
215,1134
215,1800
215,1392
215,1541
215,1554
215,4059
216,19
216,1034
216,2431
216,2036
217,2739
217,393
217,238
217,737
217,339
217,771
217,19
217,3827
217,2036
218,2010
218,19
218,1246
218,3120
218,1802
218,2777
218,97
219,1117
219,2706
219,1114
219,1030
219,1329
219,364
219,19
219,4072
219,1322
219,23
219,2020
220,3044
220,1800
220,165
220,19
221,1800
221,19
221,1346
221,2848
222,1800
222,476
222,141
222,819
222,19
222,301
223,1082
223,3474
223,177
223,1802
223,1490
223,2663
223,19
224,1066
224,2353
224,3608
224,208
224,2405
224,2703
224,2187
224,19
224,2007
224,1469
225,19
225,406
225,946
225,4390
225,3620
225,1802
225,3604
226,2824
226,19
226,1613
226,2736
227,3507
227,3760
227,690
227,1138
227,19
228,19
228,1529
228,463
228,1116
229,2379
229,393
229,805
229,52
229,4024
229,1873
229,228
229,19
229,585
229,17
229,531
229,2237
230,924
230,2163
230,1128
230,225
231,23
231,19
231,1002
231,2005
232,2634
232,41
232,3948
232,3438
232,4390
232,4582
232,3001
232,1529
232,3211
232,1314
232,3741
232,4173
232,4283
232,2731
232,2036
232,3257
232,1648
232,1893
233,998
233,3433
233,2500
233,911
233,2078
233,415
233,1114
233,1537
233,1922
233,1843
233,1062
233,643
233,445
233,3371
233,688
233,3234
233,2281
233,1220
233,1572
233,3370
233,3467
233,143
234,1334
234,1454
234,2177
234,20
235,19
235,869
235,112
235,113
235,152
235,170
235,1614
235,1084
236,1925
236,759
236,1138
236,2771
236,1055
236,1043
237,1654
237,19
237,1015
237,1655
238,304
238,1503
238,1255
238,302
238,1706
239,637
239,21
239,1138
239,1777
240,1620
240,1758
240,2298
240,468
241,20
241,2737
241,2736
241,2808
242,2737
242,1471
242,2735
242,20
242,2908
243,2309
243,2907
243,21
243,1038
244,21
244,630
244,1946
244,150
244,1341
245,1706
245,1878
245,2438
245,570
245,3666
245,4789
245,3450
245,3036
245,3364
245,853
245,653
245,3480
246,724
246,293
246,539
246,2298
246,648
246,887
247,225
247,529
247,21
247,1128
248,252
248,3289
248,242
248,4241
248,1091
249,2365
249,21
249,4523
249,3814
250,2368
250,4912
250,20
250,73
251,1562
251,365
251,20
251,2082
252,1106
252,4443
252,1715
252,2042
253,20
253,3066
253,383
253,376
254,1173
254,2032
254,1557
254,21
255,1790
255,3654
255,3656
255,3216
255,392
255,4971
255,3581
255,3145
256,1195
256,412
256,4156
256,21
257,2535
257,21
257,2615
257,541
258,130
258,73
258,1082
258,3324
259,1176
259,869
259,463
259,21
259,606
260,155
260,3339
260,21
260,2234
261,32
261,2678
261,241
261,94
261,22
262,2704
262,4214
262,3990
262,22
263,4073
263,863
263,632
263,1619
263,22
264,121
264,22
264,1278
264,1328
265,656
265,745
265,1276
265,22
266,1974
266,3262
266,869
266,3483
266,865
266,2673
266,1254
266,916
266,3434
266,305
266,1332
266,636
266,880
266,112
266,2636
266,1357
266,1181
266,4281
266,22
266,3238
266,1454
267,22
267,122
267,4818
267,604
268,72
268,2824
268,242
268,1124
268,342
268,2187
269,3440
269,1253
269,3302
269,23
269,621
269,4197
270,29
270,1446
270,23
270,3831
271,4686
271,4112
271,2365
271,2461
272,23
272,2455
272,2456
272,2294
272,1548
272,2201
272,3796
273,1711
273,1221
273,535
273,1088
273,3666
273,2013
274,2246
274,3574
274,23
274,4327
275,3995
275,2208
275,4580
275,2824
275,393
275,1477
275,1654
275,2030
275,3275
276,1934
276,226
276,23
276,3961
276,225
276,353
277,4651
277,4615
277,23
277,1344
277,3302
278,4734
278,4062
278,1452
278,376
279,4750
279,1876
279,1586
279,23
280,533
280,2619
280,788
280,3205
280,784
281,3068
281,23
281,4333
281,4202
281,3589
281,3714
281,4130
281,3193
281,665
281,818
281,2408
281,3507
282,320
282,4327
282,3892
282,1768
282,784
282,3328
282,23
282,450
283,23
283,2417
283,959
283,1725
284,1184
284,829
284,650
284,597
284,2091
285,3302
285,51
285,1802
285,2020
285,1691
285,3800
286,2501
286,2365
286,3990
286,4493
286,1768
287,23
287,1801
287,334
287,2206
287,1216
288,3205
288,1917
288,3861
288,1800
288,2352
288,320
288,935
288,35
288,1514
288,2581
288,23
289,1068
289,478
289,944
289,23
290,2199
290,3983
290,322
290,17
291,3357
291,2354
291,2352
291,48
292,3508
292,1824
292,23
292,2171
293,4931
293,119
293,435
293,440
293,684
293,240
293,166
293,1678
293,133
293,23
293,671
293,3837
293,661
293,887
293,686
294,1745
294,23
294,1590
294,1298
294,2374
295,3138
295,1780
295,3096
295,992
295,23
295,1135
295,1862
295,1416
295,1356
295,130
295,1613
295,411
296,1898
296,24
296,2138
296,1184
296,2981
296,1685
296,1292
296,1686
296,1802
296,2115
296,1293
296,3917
297,2521
297,2488
297,24
297,3177
297,3537
297,2764
298,31
298,1640
298,30
299,24
299,3093
299,3045
299,4875
300,2930
300,261
300,1631
300,2099
300,2498
300,2285
301,688
301,2737
301,1144
301,2736
301,1390
301,2443
301,97
302,25
302,3245
302,679
302,1821
302,3703
302,4158
302,1780
302,2560
303,1860
303,1968
303,1969
303,168
303,1745
304,25
304,3275
304,320
304,2992
305,567
305,4217
305,25
305,2073
305,758
305,412
306,4223
306,26
306,2197
306,525
307,4475
307,1722
307,2554
307,26
308,3296
308,26
308,3331
308,461
309,270
309,632
309,3686
309,26
309,47
310,26
310,3138
310,4566
310,4896
311,2306
311,26
311,3289
311,2518
312,691
312,3800
312,26
312,1710
313,1034
313,3635
313,672
313,2762
313,3036
313,26
313,1249
314,377
314,188
314,1112
314,26
315,4440
315,4033
315,2461
315,1116
315,3518
315,26
316,45
316,44
316,1967
316,3615
316,1032
316,26
317,518
317,1227
317,26
317,122
318,916
318,2942
318,26
318,3930
319,3024
319,48
319,3604
319,1034
319,229
320,26
320,1545
320,3951
320,461
321,27
321,3026
321,3604
321,1411
322,4162
322,27
322,4202
322,4390
322,3025
322,1542
322,3058
323,27
323,1052
323,3916
323,134
324,4333
324,406
324,4632
324,1963
325,990
325,3753
325,3885
325,4109
325,3334
325,26
325,3149
325,4462
325,521
325,1163
325,1539
325,447
326,26
326,3246
326,461
326,2691
327,1492
327,1454
327,26
327,2087
328,4892
328,116
328,461
328,114
328,26
328,1581
329,150
329,4674
329,182
329,26
330,2555
330,506
330,1851
330,3832
330,2091
330,3730
330,3359
330,2152
330,3917
330,2582
330,3660
330,2063
330,1284
330,3633
330,4117
330,3789
330,520
330,509
330,4361
330,2056
330,504
330,573
330,2589
330,2264
330,1518
330,3965
330,313
330,513
330,495
330,4032
330,1780
330,3735
330,1059
330,1535
330,2876
330,2590
330,3529
330,510
330,3604
330,1517
330,822
330,4359
330,754
330,26
330,2681
330,2815
330,499
330,1154
331,1084
331,2810
331,4443
331,26
331,640
331,891
331,89
331,2849
331,2940
331,231
332,4415
332,394
332,820
332,26
333,26
333,583
333,4583
333,1574
333,2840
333,2202
333,745
333,1871
334,1115
334,650
334,3099
334,26
335,26
335,796
335,166
335,2859
335,337
335,2667
335,1688
335,2122
336,520
336,379
336,1689
336,3603
336,509
337,718
337,1606
337,115
337,26
338,2049
338,229
338,2660
338,26
339,938
339,2953
339,3086
339,414
340,2368
340,4256
340,26
340,2852
340,1177
340,3827
340,4130
340,2471
341,4229
341,26
341,1099
341,2529
342,4554
342,266
342,4769
342,4512
342,2423
342,26
343,1947
343,26
343,2219
343,2988
344,4758
344,913
344,849
344,3767
344,1422
344,2931
344,2023
345,3331
345,26
345,1947
345,2523
345,665
345,2741
346,26
346,3057
346,811
346,725
346,1895
346,739
347,1447
347,412
347,26
347,1035
348,2995
348,2734
348,26
348,1534
349,4372
349,136
349,1084
349,2492
349,445
349,712
349,4914
350,691
350,690
350,842
350,805
350,28
350,1786
351,2824
351,198
351,411
351,2759
352,4204
352,1292
352,2814
352,28
353,1647
353,980
353,2420
353,28
354,630
354,2706
354,28
354,4802
355,3099
355,2429
355,28
355,1296
355,2896
355,2224
355,2669
355,2430
355,1216
355,2461
355,248
356,3714
356,62
356,1733
356,1208
357,1781
357,2479
357,1447
357,4127
357,1234
357,4845
357,3811
358,298
358,2023
358,1848
358,1691
359,1100
359,28
359,97
359,575
360,1082
360,3073
360,28
360,3361
360,1767
361,3403
361,2824
361,28
361,2660
361,2959
361,2007
361,3296
362,667
362,1523
362,2017
362,1105
362,1331
363,2738
363,2581
363,141
363,759
364,2348
364,58
364,29
364,148
365,1419
365,2019
365,3604
365,29
366,191
366,3036
366,29
366,630
367,2536
367,3229
367,1045
367,4475
367,3228
367,29
368,3545
368,1082
368,4390
368,4697
369,29
369,3827
369,3392
370,2653
370,393
370,29
370,4184
371,29
371,2479
371,3203
371,1066
371,3511
371,3398
371,3345
371,1561
372,334
372,2204
372,207
372,1020
373,727
373,721
373,3112
373,29
374,2995
374,51
374,29
374,2449
375,4312
375,836
375,29
375,1159
376,2417
376,29
376,1419
376,3849
377,2814
377,1041
377,29
377,4839
378,2658
378,1938
378,29
378,318
378,3139
379,2814
379,4064
379,4475
379,3172
380,373
380,108
380,1790
380,1786
380,371
380,4032
381,1260
381,1045
381,29
381,2479
381,1443
382,29
382,3423
382,343
382,2359
383,461
383,3689
383,2559
383,229
384,1930
384,29
384,4917
384,2194
384,3236
384,1479
384,3636
384,946
385,1219
385,1192
385,992
385,623
385,3295
385,133
385,29
385,3777
386,2282
386,76
386,1245
386,75
387,4845
387,1106
387,29
387,1692
387,2479
387,1359
388,4592
388,2498
388,298
388,29
388,2471
388,3031
389,29
389,96
389,623
389,3800
390,1640
390,645
390,1452
390,313
391,4009
391,1939
391,2095
391,1640
391,3275
391,1461
391,1322
391,1938
391,2246
392,3875
392,2341
392,415
392,3325
392,1913
392,96
392,1895
392,3301
392,1234
392,2856
392,2174
392,242
392,3389
392,1691
392,849
392,540
392,825
392,1480
392,165
392,1640
392,289
392,30
392,4542
392,1749
392,1360
392,4366
392,393
392,3810
392,622
392,1128
392,151
392,1753
393,30
393,3182
393,2034
393,4521
393,1640
394,261
394,538
394,30
394,1939
395,30
395,953
395,1640
395,1974
395,2246
395,4658
395,831
396,2660
396,30
396,2868
396,527
396,1640
396,94
397,1195
397,2845
397,833
397,1640
397,1446
398,1467
398,913
398,30
398,446
398,227
399,1640
399,1909
399,2581
399,399
400,1640
400,134
400,30
400,3337
401,789
401,1640
401,30
401,72
402,1640
402,2126
402,3917
402,30
402,1632
403,992
403,30
403,1640
403,3760
404,3604
404,30
404,1640
404,916
405,1454
405,1640
405,1519
405,30
405,2442
405,1128
405,3459
405,4017
405,1160
405,494
405,1347
405,3181
405,510
405,1162
405,1775
405,3138
405,499
405,495
405,513
405,2106
406,4905
406,4150
406,31
406,1798
407,31
407,3344
407,1359
407,2479
407,468
408,1461
408,31
408,4193
408,4159
409,1869
409,719
409,129
409,1448
409,538
409,1034
409,1256
410,4163
410,32
410,1015
411,3769
411,633
411,32
411,1393
412,3205
412,454
412,32
412,443
413,295
413,1310
413,1894
413,4167
413,405
413,3828
413,4023
413,2019
413,4740
413,347
414,2996
414,1884
414,40
414,3285
414,116
414,3684
414,3635
414,2324
414,3227
414,2145
414,194
414,2758
414,4037
414,1051
414,1850
414,3675
415,4827
415,4359
415,1613
415,4692
415,992
415,1329
415,3882
415,32
416,2434
416,95
416,1913
416,2091
416,32
416,2333
416,268
417,3837
417,1355
417,32
417,1031
417,3574
417,1944
417,384
417,1814
417,3507
418,32
418,4129
418,3536
418,2188
419,1678
419,1147
419,268
419,2052
419,2444
419,597
419,2750
419,32
419,613
420,3760
420,3186
420,1111
420,32
421,1550
421,885
421,2091
421,155
421,2956
421,149
421,405
421,4756
422,32
422,3536
422,1422
422,269
423,3817
423,3143
423,32
423,3268
424,3324
424,1745
424,2103
424,905
424,71
424,992
424,438
424,2102
424,613
424,2093
424,447
424,1340
424,32
424,1084
425,38
425,1111
425,32
425,1145
426,1360
426,2406
426,4204
426,124
426,393
426,32
426,1048
426,1152
426,45
427,3776
427,2063
427,1196
427,32
427,413
427,1195
427,141
427,1378
427,1197
427,252
428,2957
428,4593
428,2449
428,3660
428,4120
428,3198
428,4339
428,225
428,168
429,33
429,3718
429,799
429,2365
430,351
430,343
430,33
430,1446
430,2129
430,411
431,4828
431,2789
431,1276
431,1150
431,230
431,872
431,4343
431,4346
431,1643
432,4339
432,1563
432,4933
432,4184
432,4426
432,33
433,3361
433,33
433,799
433,2365
433,1613
433,727
434,727
434,665
434,799
434,33
434,434
434,783
435,33
435,1034
435,3088
435,1082
436,2049
436,4416
436,34
436,2587
436,4818
437,800
437,34
437,3088
437,3217
437,1644
438,4902
438,34
438,949
438,3219
439,378
439,1938
439,2243
439,377
440,2097
440,4570
440,2281
440,2188
440,2032
440,134
440,3991
441,1734
441,1283
441,266
441,610
442,1348
442,792
442,35
442,347
443,736
443,3963
443,35
443,1965
443,4184
443,117
443,4113
443,2953
444,3437
444,406
444,718
444,2535
445,4150
445,175
445,35
445,1133
446,3701
446,126
446,897
446,35
446,2824
446,798
447,3974
447,904
447,35
447,1780
447,1131
447,1332
447,1894
447,4542
448,4825
448,762
448,35
448,101
449,1411
449,35
449,126
449,527
449,3574
450,1534
450,2824
450,1706
450,1675
450,899
450,403
450,194
450,2333
451,583
451,4217
451,4056
451,35
452,1068
452,35
452,2328
452,1452
453,1469
453,251
453,85
453,35
454,3344
454,2091
454,4009
454,35
454,4683
454,42
454,2539
454,36
455,2779
455,968
455,35
455,2953
455,806
456,1227
456,35
456,3193
456,2408
457,274
457,1158
457,749
457,556
457,101
457,400
457,739
457,2739
457,2953
458,2286
458,191
458,2070
458,1919
459,35
459,3881
459,4183
459,3257
459,1454
460,2247
460,69
460,601
460,35
460,435
460,1580
460,701
461,1492
461,35
461,1566
461,540
462,35
462,3398
462,3492
462,295
462,2836
463,412
463,2845
463,3837
463,35
463,1117
464,727
464,178
464,2354
464,3960
464,35
464,916
464,1044
464,3229
464,36
464,515
464,635
465,208
465,1132
465,1045
465,3139
466,1087
466,1131
466,35
466,3138
467,4064
467,904
467,35
467,1446
468,3065
468,4582
468,466
468,35
469,430
469,1764
469,1323
469,175
469,174
469,1112
469,1832
469,635
470,2814
470,1599
470,35
470,1947
471,1169
471,4195
471,3533
471,35
471,36
472,1829
472,35
472,393
472,1065
472,2737
473,2857
473,4550
473,1002
473,2824
473,1691
474,35
474,2313
474,2153
474,1832
475,1446
475,187
475,1691
475,207
475,35
475,943
475,2652
476,3302
476,598
476,531
476,1768
476,820
476,383
476,2246
476,2824
477,682
477,857
477,1357
477,2115
477,36
477,2619
478,537
478,35
478,3507
478,966
478,3714
478,778
478,1721
478,2279
478,36
479,3691
479,35
479,1086
479,36
479,1936
479,3695
479,4924
480,3627
480,2582
480,1802
480,329
480,1801
480,293
480,35
480,393
480,2381
480,2479
480,996
481,776
481,2810
481,35
482,3420
482,1642
482,2747
482,2632
483,3299
483,3691
483,2745
483,126
